,open,high,low,close,stoch_k,stoch_d,SMA_5,mom,roc,willr,disp_5,disp_10,rsi,cci,y
0,1031.0,1044.75,1030.25,1038.25,53.658048135035585,59.83773647229202,76.08471939911729,-10.0,0.2171814671814598,-35.146443514644346,1.0025105006517645,1.0146591741998534,57.48031496062992,76.78467788740595,
1,1039.25,1079.0,1034.75,1079.0,72.80334728033473,60.62535899510951,72.5556577121275,50.0,2.9334605294538463,-0.0,1.0357074294490305,1.0467597982149788,63.74435119431892,140.4591614968192,
2,1078.0,1080.75,1041.0,1053.5,77.10503164896471,67.85547568811168,68.57268621729668,22.25,2.3809523809523725,-33.53846153846154,1.0064966083882678,1.013931329852506,57.9873691058086,116.36591369190661,
3,1053.0,1063.5,1032.0,1051.0,76.61538461538463,75.50792118156136,66.98165389118736,19.5,1.9151515151515142,-36.61538461538461,1.000333127111788,1.0079359370879188,57.43966051964342,78.28947368421049,
4,1050.25,1072.0,1049.0,1063.25,65.06422949987308,72.9282152547408,67.35094151836307,25.0,3.078041686863786,-34.65346534653465,1.0059129612109745,1.016394226173406,59.460249494555796,108.67397806580301,
5,1061.0,1068.0,1043.0,1058.0,60.68816112380471,67.45592507968747,68.87457923984216,-21.0,1.9022393450517594,-46.666666666666664,0.9972194731137188,1.0092530764094247,58.18529686760687,78.77943296492123,
6,1057.5,1057.5,1022.0,1026.0,41.829459541698874,55.86061672179223,67.92163078517869,-27.5,-4.911955514365152,-93.19148936170212,0.9768172513923931,0.9808092154004253,51.00626034866451,-20.326415641439848,
7,1026.5,1033.0,987.5,995.5,23.203099864311017,41.90690684327154,62.73191701621066,-55.5,-5.505457997152352,-90.53254437869823,0.9583634175691937,0.9547100146251409,45.27270632298373,-176.26334673410273,
8,994.25,1016.5,978.5,1012.75,17.635660767460156,27.556073391156687,53.14154745812973,-50.5,-3.639391056137009,-63.36898395721925,0.9822034720201727,0.9729794643929386,48.77956021700112,-162.6492942453856,
9,1010.0,1013.0,979.75,999.5,23.187386271640193,21.342048967803795,42.824314200742336,-58.5,-5.995767693392895,-76.53631284916202,0.9814896646536063,0.9632110246464453,46.324104024569074,-147.9422856205939,
10,994.5,1019.0,982.0,995.0,26.993593047661964,22.605546695587446,33.85423852392233,-31.0,-5.954631379962194,-79.1139240506329,0.9893114591101169,0.9628876953597524,45.48665263610677,-114.32331902718165,
11,994.0,1018.0,964.5,979.5,22.082524439727752,24.08783458634331,27.499682096832544,-16.0,-4.532163742690054,-78.10218978102189,0.9829896131265994,0.9571037717412547,42.628061577244594,-121.70288776421536,
12,979.5,985.0,929.25,968.75,28.931676076542203,26.00259785464398,24.31882029910703,-44.0,-2.6870919136112503,-55.98885793871867,0.9774492987589547,0.9545040273911866,40.71687140904011,-152.2619560534253,
13,970.0,994.75,958.0,991.0,44.903726897505265,31.972642471258414,25.202134115127375,-8.5,-2.1476178721303363,-31.197771587743734,1.0043070686597415,0.9822335654285502,46.10302736625903,-86.83647676453431,
14,991.5,1019.0,986.5,1005.75,66.01671309192204,46.617372021989844,30.25719872596459,10.75,0.6253126563281697,-14.763231197771589,1.0179655870445343,1.0025668502504548,49.3859850640322,-32.86403410365713,27.0
15,1005.25,1014.0,993.5,1003.0,78.73723305478184,63.21922434806972,38.37993425646105,23.5,0.8040201005025116,-17.827298050139277,1.0135408245755861,1.0053374094770342,48.789292273985176,-26.895854398382273,-13.25
16,1001.75,1023.0,993.0,1010.75,84.78093469514086,76.51162694728158,48.8646927286487,42.0,3.190403266972952,-13.066666666666666,1.0149620926846412,1.0146564272448928,50.60072148774891,-5.609395737860982,-82.5
17,1010.75,1138.25,1004.0,1064.0,75.97108249615486,79.82975008202585,59.630123174125075,73.0,9.83225806451613,-41.19278779472954,1.048379150655237,1.0608175473579262,60.848160726281705,152.69773427087654,-40.25
18,1061.5,1072.0,1054.75,1067.0,66.26277382862854,75.67159700664143,68.36991408120167,61.25,7.669021190716441,-46.952224052718286,1.0358217648771966,1.0580856285792202,61.33479355688034,139.0060787515871,-50.75
19,1066.0,1074.0,1058.5,1070.0,54.95567878177445,65.7298450355193,72.19240868390756,67.0,6.388267462092956,-46.98795180722892,1.0259360467903542,1.0536940840493365,61.84550968847864,138.35090459455958,-66.0
20,1068.5,1093.0,1067.5,1075.0,54.17140437485412,58.46328566175239,71.24122094664409,64.25,7.178464606181456,-43.545611015490536,1.0166926750839362,1.0503431935318401,62.72912307479562,135.5764592378194,-78.0
21,1072.75,1081.75,1063.5,1074.25,53.931394639478405,54.35282593203567,66.80946074359491,10.25,6.2824635171901955,-47.67225325884544,1.0039250502312977,1.0399825741807445,62.49532544360644,98.38264299802795,-57.75
22,1072.75,1088.25,1067.0,1087.75,65.01888184319523,57.70722695250927,62.384956117691594,20.75,2.2321428571428603,-13.72549019607843,1.0120487532564197,1.0410585251471505,65.02240016576762,92.75463569411733,-3.25
23,1087.0,1087.75,1072.75,1074.25,61.4181434860399,60.122806656237856,59.27519804761088,4.25,0.6794751640112562,-54.34782608695652,0.9981416957026713,1.020010919362879,60.62336527462294,75.12730121425786,-4.25
24,1072.0,1090.0,1069.75,1080.25,62.90211491130477,63.11304674684664,58.75183838987634,5.25,0.9579439252336508,-43.22033898305085,1.0018084021144393,1.0185032410135533,61.85844493856224,68.2226962814239,8.5
25,1080.5,1094.0,1067.75,1074.75,46.439026943877366,56.919761780407356,58.44313361360734,0.5,-0.0232558139534933,-63.114754098360656,0.9967539995362856,1.0065087094961604,60.00060570054316,59.43150143838781,16.75
